id,worktype,subsystem,severity,priority,assignee_bucket,state,project,title
COW-1184,CIP-conformance-audit,Runner,medium,3,unassigned,Backlog,CIP-18: Payments,[Node/Runner] EVM bridge facilitator: bridge.facilitate.evm entitlement + BridgeEvidence + credit_inbound
COW-1120,CIP-conformance-audit,Runner,medium,3,pav,Backlog,CIP-25: Cross-Chain Architecture,[Node/Runner] min_confirmations configurable per source chain (probabilistic finality)
COW-1119,CIP-conformance-audit,Runner,medium,3,unassigned,Backlog,CIP-25: Cross-Chain Architecture,[Runner] Runner-side reorg detection daemon + commitment_revoked primitive
COW-1111,CIP-conformance-audit,Runner,medium,3,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,[Node/Runner] NVIDIA NCC GPU attestation (NRAS token + verification)
COW-1012,CIP-conformance-audit,Runner,medium,3,unassigned,Backlog,CIP-8: MPP Session Semantics,[Node/Runner] Pin production COWBOY_SESSION_CHAIN_ID
COW-1011,CIP-conformance-audit,Runner,medium,3,pav,Backlog,CIP-8: MPP Session Semantics,[Runner] Extend session integration tests to full E2E flow
COW-937,CIP-conformance-audit,Runner,medium,3,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,"[Runner] Add CIP-9 integration tests (manifest round-trip, access modes, cache stress)"
COW-1153,CIP-conformance-audit,SDK,low,4,pav,Backlog,CIP-29: On-Chain Event Hooks,[SDK] @emit / @on_event decorators in cowboy_sdk
COW-1083,CIP-conformance-audit,SDK,low,4,unassigned,Backlog,CIP-20: Fungible Token Standard,[SDK] Allowance pagination + bulk-query for large holder lists
COW-1081,CIP-conformance-audit,SDK,low,4,pav,Backlog,CIP-20: Fungible Token Standard,[SDK] Verify + complete /pvm/Lib/token.py host-call bindings
COW-991,CIP-conformance-audit,SDK,low,4,unassigned,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),[SDK] Address scheme forward-compat plan beyond 20-byte Ethereum
COW-990,CIP-conformance-audit,SDK,low,4,unassigned,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),[SDK] Reentrancy guard: optional per-call key arg to avoid factory-pattern collisions
COW-989,CIP-conformance-audit,SDK,low,4,unassigned,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),[SDK] Entitlement subset comparison operator
COW-992,CIP-conformance-audit,SDK,medium,3,pav,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),[SDK] Mirror missing continuation features in standalone `cowboy` package
COW-988,CIP-conformance-audit,SDK,medium,3,unassigned,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),[SDK] @on_stream(stream_id) decorator + stream_publish() helpers (CIP-7)
COW-987,CIP-conformance-audit,SDK,medium,3,unassigned,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),"[SDK] Actor-side runtime.mount(volume_id, access_mode) for CBFS workflows"
COW-1278,CIP-conformance-audit,Spec,high,2,pav,Todo,CIP-30: Per-Actor Storage Root,[Spec] Decide trie scheme: normatively fix one Merkle scheme vs leave implementation-defined
COW-1227,CIP-conformance-audit,Spec,high,0,unassigned,Backlog,"Whitepaper — State Transition Function, System Actors & Precompiles","[Spec] Address collision audit: pick one home for each pending system actor (BankActor, Stream Key Manager)"
COW-1073,CIP-conformance-audit,Spec,high,2,pav,Backlog,CIP-20: Fungible Token Standard,[Spec] Bridge / lock-and-mint CIP for ETH ↔ Cowboy L1 (blocking $COWBOY Aug 2026 launch)
COW-1303,CIP-conformance-audit,Spec,low,4,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,[Spec] Block-time constant alignment audit across v2 CIPs (1s block target)
COW-1289,CIP-conformance-audit,Spec,low,4,pav,Todo,CIP-13: Runner Stake Delegation,[Spec/Process] Master opcode allocation table: versioning + drift-detection process
COW-1271,CIP-conformance-audit,Spec,low,0,unassigned,Backlog,"Whitepaper — Economics, Entitlements & Genesis",[Spec] Cross-CIP parameter traceability matrix: WP §8/§13 → CIP refs → 0x09 storage keys
COW-1155,CIP-conformance-audit,Spec,low,4,pav,Backlog,CIP-29: On-Chain Event Hooks,"[Spec] Handler signature canonicalization: handler(emitter, topic, payload) vs handler(payload)"
COW-1010,CIP-conformance-audit,Spec,low,4,pav,Backlog,CIP-8: MPP Session Semantics,"[Spec] Normalize naming: expires_at → expires_at_block, opened_at → opened_at_block"
COW-1009,CIP-conformance-audit,Spec,low,4,unassigned,Backlog,CIP-8: MPP Session Semantics,[Spec/Code] Document deferred SessionStatus::Slashed variant
COW-1008,CIP-conformance-audit,Spec,low,4,unassigned,Backlog,CIP-8: MPP Session Semantics,[Spec] Clarify SessionStatus::Disputed fields
COW-1257,CIP-conformance-audit,Spec,medium,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage","[Spec] Document blob lifecycle: TTL, expiry, pruning policy"
COW-1252,CIP-conformance-audit,Spec,medium,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage",[Spec] Retitle WP §4 + clarify that Cowboy has no separate DA layer (all blob storage is CBFS)
COW-1190,CIP-conformance-audit,Tests,high,2,unassigned,Backlog,CIP-18: Payments,[Tests] End-to-end payment test suite (MPP + x402 + bridge + replay + refund)
COW-1156,CIP-conformance-audit,Tests,low,4,pav,Backlog,CIP-29: On-Chain Event Hooks,[Tests] Multi-emit receipt correlation (combined effect from N emits in one tx)
COW-1015,CIP-conformance-audit,Tests,low,4,unassigned,Backlog,CIP-8: MPP Session Semantics,[Tests] Assert usage_digest is opaque (never inspected on-chain)
COW-1270,CIP-conformance-audit,Tests,medium,0,pav,Todo,"Whitepaper — Economics, Entitlements & Genesis",[Tests] TGE / block-0 invariant test suite
COW-1258,CIP-conformance-audit,Tests,medium,0,unassigned,Backlog,"Whitepaper — Data Availability, Blobs & Storage","[Tests] Integration tests for blob lifecycle (inline cap, CBFS anchoring, volume eviction)"
COW-1201,CIP-conformance-audit,Tests,medium,3,unassigned,Backlog,CIP-22: Continuous Clearing Auctions [Blocked on CIP-21],"[Tests] Clearing math edge cases (pro-rata rounding, tie-break, partial fill, max u256)"
COW-1145,CIP-conformance-audit,Tests,medium,3,unassigned,Backlog,CIP-28: Cowboy Agent Banking,[Tests] End-to-end card lifecycle integration tests
COW-1125,CIP-conformance-audit,Tests,medium,3,pav,Backlog,CIP-25: Cross-Chain Architecture,[Tests] End-to-end cross-chain integration tests + adversarial cases
COW-1096,CIP-conformance-audit,Tests,medium,3,unassigned,Backlog,CIP-21: DEX & Liquidity Pools,[Tests] Multi-hop routing + factory + hooks + TWAP integration tests
COW-1078,CIP-conformance-audit,Tests,medium,3,pav,Backlog,CIP-20: Fungible Token Standard,"[Tests] Token hook coverage: rejection, gas limit, set_hook, transfer_ownership"
COW-1077,CIP-conformance-audit,Tests,medium,3,unassigned,Backlog,CIP-20: Fungible Token Standard,[Tests] Token freeze / unfreeze coverage + frozen-account-blocks-transfer
COW-173,Docs,Docs,-,0,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",[Docs] Add configuration reference documentation
COW-87,Docs,Docs,-,0,pav,Todo,"Node Hardening, Tooling & Supporting Work",[Docs] Implement API reference documentation
COW-422,Docs,Tooling,-,3,unassigned,Backlog,"Node Hardening, Tooling & Supporting Work",Docs: architecture deep-dives (from whitepaper)
COW-413,Docs,Tooling,-,3,unassigned,Backlog,"Node Hardening, Tooling & Supporting Work",Docs: annotated full examples
COW-412,Docs,Tooling,-,2,pav,Todo,"Node Hardening, Tooling & Supporting Work","Docs: PVM reference (whitelist, rules, metering)"
COW-411,Docs,Tooling,-,2,pav,Backlog,"Node Hardening, Tooling & Supporting Work",Docs: auto-generated SDK reference
COW-410,Docs,Tooling,-,2,pav,Todo,"Node Hardening, Tooling & Supporting Work",Docs: task-oriented guides (how to do X)
COW-409,Docs,Tooling,-,2,pav,Todo,"Node Hardening, Tooling & Supporting Work","Docs: concepts section (actor model, continuations, etc.)"
COW-408,Docs,Tooling,-,2,unassigned,Backlog,"Node Hardening, Tooling & Supporting Work",Docs: Getting Started guide (zero to deploy in 10 min)
COW-1342,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: erlangcowboydemo
COW-1341,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 32-cowbot
COW-1340,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 30-blackjack
COW-1339,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 29-casino-rounds
COW-1336,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 26-local-simulation
COW-1335,Examples,Tooling,-,3,pav,Todo,"Node Hardening, Tooling & Supporting Work",Example: 25-auth-roles
COW-1334,Examples,Tooling,-,3,pav,Todo,"Node Hardening, Tooling & Supporting Work",Example: 24-failure-recovery
COW-1333,Examples,Tooling,-,3,pav,Todo,"Node Hardening, Tooling & Supporting Work",Example: 23-read-through-oracle-cache
COW-1332,Examples,Tooling,-,3,pav,Todo,"Node Hardening, Tooling & Supporting Work",Example: 22-actor-escrow-workflow
COW-1331,Examples,Tooling,-,3,pav,Todo,"Node Hardening, Tooling & Supporting Work",Example: 21-pure-timer-scheduler
COW-1330,Examples,Tooling,-,3,pav,Todo,"Node Hardening, Tooling & Supporting Work",Example: 20-minimal-runner-continuation
COW-1329,Examples,Tooling,-,3,pav,Todo,"Node Hardening, Tooling & Supporting Work",Example: 19-texas-holdem
COW-1328,Examples,Tooling,-,3,pav,Todo,"Node Hardening, Tooling & Supporting Work",Example: 19-multi-actor-workflow
COW-1327,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 18-ring-demo
COW-1326,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 17-hn-feed
COW-1325,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 16-contract-summarizer
COW-1324,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 15-fraud-watcher
COW-1323,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 14-compliance
COW-1322,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 13-dao-copilot
COW-1321,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 12-liquidation-oracle
COW-1320,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 11-alerts-and-schedulers
COW-1319,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 10-content-moderator
COW-1318,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 09-image-generation
COW-1317,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 08-audio-transcription
COW-1316,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 07-sentiment-analysis
COW-1315,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 06-content-recommendations
COW-1312,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 03-rebalancing-agent
COW-1311,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 02-liquidity-pools
COW-1310,Examples,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Example: 01-tokens
COW-750,Examples,Tooling,-,3,unassigned,Backlog,"Node Hardening, Tooling & Supporting Work","Example actors (counter, token launch, LLM agent, DeFi)"
COW-1274,Feature,CIP-5,low,4,unassigned,Backlog,CIP-5: Native Timer Mechanism,Architectural: decouple timer execution from propose's critical path
COW-2178,Feature,Node,-,3,unassigned,Backlog,CIP-15: Public Asset Hosting & HTTP Routing,[Node] Land on-chain ingress.http + static_volumes binding (prereq for CIP-15 §6.8 route-volume enforcement)
COW-2177,Feature,Node,low,3,pav,Backlog,CIP-4: State Storage & Persistence,"[Node] Benchmark fast-sync bootstrap speedup vs genesis replay (>10x, COW-977 acceptance)"
COW-2188,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,Security Misconfiguration: unverified S3 executable distribution in Upload binaries to S3
COW-2186,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,Observability: Prometheus metrics for Gateway + RAS
COW-2185,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,CBFS: turnkey owner-token refresh for Cowboy-mode FUSE mount
COW-2184,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,CBFS: full relay rewards distribution (pro-rata by shard count x age)
COW-2183,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,CBFS: Proof-of-Retrievability challenge/response + PoR-miss slashing
COW-2182,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,CBFS: NodeSelector destination diversity (region / operator / health / latency)
COW-2181,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,CBFS: manifest-shard gap migration CLI (dormant-owner volumes)
COW-2180,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,CBFS: concurrent drain coordination (destination token-bucket)
COW-2120,Other,CBFS,-,4,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[CBFS/Node] GET_MANIFEST relay RPC (public assembly + cache)
COW-2115,Other,CBFS,-,2,pav,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[CBFS] Wire owner-auth signing to canonical encoding (registry-proto)
COW-2112,Other,CBFS,-,2,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[CBFS/Node] PoR: per-shard chunk-roots + shard_root + challenge nonce
COW-2099,Other,CBFS,-,3,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[CIP-9] Rewrite epic: triage grounded findings from mesa bring-up (cip-9-rewrite-ideas.md)
COW-2096,Other,CBFS,-,3,pav,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node/CBFS] Mount-allowlist principal type is ambiguous (Account vs Actor)
COW-2095,Other,CBFS,-,3,pav,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,"[Node/CBFS] (owner, name) -> volume_id resolution broken (volume info / allow-actor --name 404)"
COW-2094,Other,CBFS,-,2,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Ops/CBFS] Wipe relay sled placement stores on re-genesis + add logrotate
COW-941,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,Remove Steamtrain references from CIP-9 title
COW-914,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,Volume commit events silently lost when using cbfs put-many
COW-894,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,ManifestCommitted chain event subscription
COW-886,Other,CBFS,-,0,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,GET_MANIFEST RPC client (single round trip for public volumes)
COW-877,Other,CIP-17,-,0,unassigned,Backlog,CIP-17: Verifiable State Read RPC,GET_STATE RPC + Merkle-proof verification on routes fetch
COW-616,Other,CIP-17,-,3,pav,Backlog,CIP-17: Verifiable State Read RPC,[L10] Panic on unexpected URI scheme input
COW-615,Other,CIP-17,-,3,unassigned,Backlog,CIP-17: Verifiable State Read RPC,[L9] No HTTP client timeouts enables hanging requests
COW-614,Other,CIP-17,-,3,pav,Backlog,CIP-17: Verifiable State Read RPC,[L8] TLS setup uses expect causing process crash
COW-2111,Other,CIP-2,-,3,unassigned,Todo,CIP-2: Verifiable Off-Chain Compute,USD-pegged runner stake floor
COW-2110,Other,CIP-2,-,4,unassigned,Todo,CIP-2: Verifiable Off-Chain Compute,CBY/USD oracle primitive
COW-2109,Other,CIP-2,-,4,unassigned,Todo,CIP-2: Verifiable Off-Chain Compute,Activate 50/30/20 slash split + wire challenger payout + fix the split-value inconsistency
COW-99,Other,CIP-5,-,0,unassigned,Todo,CIP-5: Native Timer Mechanism,[Timer] Add same-block exponential pricing mechanism
COW-91,Other,CIP-5,-,0,unassigned,Todo,CIP-5: Native Timer Mechanism,[Timer] Implement progressive deposit model
COW-78,Other,CIP-5,-,0,pav,Todo,CIP-5: Native Timer Mechanism,[DeferredTx] Add target block height validation
COW-149,Other,CLI,-,0,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",[CLI] Implement transaction signing command
COW-915,Other,Consensus,-,0,unassigned,Backlog,"Whitepaper — Consensus, P2P & Randomness",Canyon validator stuck at height 449k after PR #474 deploy — consensus engine tracks 0 peers
COW-625,Other,Consensus,-,3,pav,Backlog,"Whitepaper — Consensus, P2P & Randomness",[L19] Invalid identity input triggers WASM panic
COW-624,Other,Consensus,-,3,pav,Backlog,"Whitepaper — Consensus, P2P & Randomness",[L18] Large participants value can panic leader selection (WASM)
COW-623,Other,Consensus,-,3,pav,Backlog,"Whitepaper — Consensus, P2P & Randomness",[L17] Malformed stream message crashes inspector listener
COW-622,Other,Consensus,-,3,pav,Backlog,"Whitepaper — Consensus, P2P & Randomness",[L16] Inspector single-shot GET requests panic on errors
COW-613,Other,Consensus,-,3,pav,Backlog,"Whitepaper — Consensus, P2P & Randomness",[L7] Deterministic genesis leader key enables chain replay
COW-166,Other,Consensus,-,0,unassigned,Todo,"Whitepaper — Consensus, P2P & Randomness",[Block] Implement compact block representation
COW-123,Other,Consensus,-,0,unassigned,Todo,"Whitepaper — Consensus, P2P & Randomness",[Block] Add version field to block header
COW-179,Other,Docs,-,0,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",[Docs] Implement troubleshooting guide
COW-143,Other,Docs,-,0,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",[Docs] Implement deployment guide
COW-120,Other,Docs,-,0,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",[Docs] Add Actor development tutorial
COW-57,Other,Docs,-,0,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",[Docs] Add quick start guide
COW-1308,Other,Examples,-,3,pav,Todo,CIP-2: Verifiable Off-Chain Compute,[Examples] CIP-2 v3 end-to-end economic e2e example and case study
COW-2179,Other,Node,-,0,unassigned,Backlog,CIP-3: Dual-Metered Fee Model,[Node] Decouple CIP-26 cold/cached handler-load gas from the in-process bytecode cache (consensus determinism)
COW-2152,Other,Node,-,2,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node] Validate per_relay_effective_deltas at commit (caller-trust blast radius)
COW-2119,Other,Node,-,4,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node] Volume-create error taxonomy (E_VOLUME_*)
COW-2118,Other,Node,-,3,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node] Structured InsufficientStorageCapableRunners dispatch error
COW-2114,Other,Node,-,2,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node] Private-volume staged-commit finalize authority (DEK-holder)
COW-2113,Other,Node,-,2,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Node] Public-volume commit prefix-confinement check
COW-2100,Other,Node,-,0,unassigned,Backlog,CIP-4: State Storage & Persistence,[Node] Wire fast-sync into bootstrap + ≥10× bench (COW-977 follow-up)
COW-1307,Other,Node,-,2,pav,Backlog,CIP-3: Dual-Metered Fee Model,[Node] Meter return-data Cell consumption per spec §2.4
COW-1306,Other,Node,-,2,unassigned,Backlog,CIP-3: Dual-Metered Fee Model,[Node] Charge PVM secp256k1 verify opcode at correct cycle cost per spec §2.3
COW-1305,Other,Node,-,2,unassigned,Backlog,CIP-17: Verifiable State Read RPC,"[Node] Align proof endpoint paths: /proof/* → /state/*, add block_hash field, handle absent fields, prove?=false parameter"
COW-117,Other,Node,-,0,unassigned,Todo,CIP-3: Dual-Metered Fee Model,[Gas] Add gas estimation API
COW-2204,Other,Other,-,0,pav,Todo,,CIP-1 v3: default-GBA p50 estimator + Python ABI for custom bids / msg priority-TTL (pre-H_v3)
COW-2203,Other,Other,-,0,unassigned,Backlog,,"CIP-31: propagate cowboy-ras economic constants to downstream copies (cbfs fork, runner pin, ras mirror)"
COW-2147,Other,Other,-,0,unassigned,Backlog,"Whitepaper — Accounts, Transactions & Mempool",Normalize transaction execution status to a flat label in receipt RPC JSON
COW-765,Other,Other,-,0,unassigned,Backlog,"Whitepaper — Economics, Entitlements & Genesis",Entitlements implementation doesn't match the spec
COW-626,Other,Other,-,3,pav,Backlog,"Whitepaper — Economics, Entitlements & Genesis",[L20] Unbounded vector encoding in entitlement
COW-177,Other,Other,-,0,unassigned,Todo,"Whitepaper — Accounts, Transactions & Mempool",[Transaction] Implement transaction version field
COW-630,Other,PVM,-,3,pav,Backlog,Whitepaper — Python Actor VM (PVM),[L24] Raw PVM error details echoed to clients
COW-387,Other,PVM,-,1,pav,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),Errors: common error mapping table in PVM
COW-386,Other,PVM,-,1,pav,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),"Errors: four-part error format (what, why, fix, link)"
COW-378,Other,PVM,-,2,unassigned,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),SDK: correlation ID and timeout handling helpers
COW-376,Other,PVM,-,1,pav,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),"SDK: PVM-safe helpers (vrf, time, math)"
COW-231,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmHost] Add Host function call tracing
COW-226,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[Determinism] Implement import trace export
COW-221,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[PvmExecutor] Add execution trace log level control
COW-216,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[Determinism] Add whitelist/blacklist hot reload
COW-208,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[PvmExecutor] Implement parallel processor execution (reserved)
COW-202,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmHost] Add storage access logging
COW-195,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[PvmRuntime] Add memory usage tracking
COW-187,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[PvmExecutor] Add execution metrics Prometheus export
COW-181,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[Determinism] Add Decimal module precision config
COW-175,Other,PVM,-,0,pav,Todo,CIP-4: State Storage & Persistence,[PvmHost] Add storage size tracking
COW-169,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[PvmRuntime] Implement import resolution caching
COW-163,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmExecutor] Implement execution error classification
COW-158,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[PvmRuntime] Add execution options validation
COW-151,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[Determinism] Implement locale fixed to C.UTF-8
COW-145,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[Determinism] Add NFC Unicode normalization
COW-137,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[PvmHost] Add storage batch read optimization
COW-130,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmExecutor] Add execution statistics collection
COW-124,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[PvmExecutor] Implement execution result caching
COW-119,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmHost] Implement state snapshot optimization
COW-113,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmExecutor] Implement execution dry-run mode
COW-105,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[Continuation] Add resume state validation
COW-100,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmRuntime] Implement stack size limit
COW-95,Other,PVM,-,0,pav,Todo,CIP-4: State Storage & Persistence,[PvmHost] Implement storage quota enforcement
COW-94,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[Continuation] Implement FSM state machine validation
COW-90,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmRuntime] Implement recursion depth limit
COW-85,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmRuntime] Add execution context isolation
COW-80,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[Determinism] Implement ordered_set to replace built-in set
COW-75,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[Determinism] Add runtime determinism testing tool
COW-71,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[PvmExecutor] Add execution timeout mechanism
COW-66,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmRuntime] Add bytecode verification step
COW-62,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[Continuation] Add checkpoint serialization format definition
COW-56,Other,PVM,-,0,unassigned,Todo,Whitepaper — Python Actor VM (PVM),[Determinism] Implement stdlib hash verification
COW-52,Other,PVM,-,0,pav,Todo,Whitepaper — Python Actor VM (PVM),[PvmRuntime] Implement module caching mechanism
COW-46,Other,PVM,-,0,pav,Backlog,CIP-6: In-PVM Actor SDK (cowboy_sdk),[DEVNET][CIP-6] Loop + await: loop detection and continuation state explosion risk
COW-2117,Other,Runner,-,3,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Runner] Registrar must require x25519 before setting storage_support
COW-2116,Other,Runner,-,3,unassigned,Backlog,CIP-9: Cowboy File System (CBFS)-Backed Runner Storage,[Runner/Node] Wire runner deregister/re-register end-to-end
COW-1309,Other,SDK,-,2,unassigned,Backlog,CIP-23: TEE Execution & Composite Attestation,[SDK] `tee_call` PVM SDK helper for invoking attested off-chain compute
COW-2202,Other,Tooling,-,0,unassigned,Backlog,"Node Hardening, Tooling & Supporting Work",pagination for actors needs work
COW-2199,Other,Tooling,-,0,unassigned,Backlog,"Node Hardening, Tooling & Supporting Work",Reconcile node JobSpec protocol caps with CIP-2 (follow-up to COW-2136 / PR #624)
COW-2172,Other,Tooling,-,0,unassigned,Backlog,"Node Hardening, Tooling & Supporting Work",need an option to login with a different account
COW-2092,Other,Tooling,-,3,unassigned,Backlog,"Node Hardening, Tooling & Supporting Work",Speed up node CI Pipeline: parallelize clippy + decouple build from test gate
COW-1347,Other,Tooling,-,3,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Project: Keep CLI/read semantics compatible with examples
COW-1346,Other,Tooling,-,2,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Project: Add examples CI smoke suite
COW-1345,Other,Tooling,-,2,pav,Todo,"Node Hardening, Tooling & Supporting Work",Project: Stabilize runner-backed example flow
COW-1344,Other,Tooling,-,2,unassigned,Todo,"Node Hardening, Tooling & Supporting Work",Project: Maintain Docker example harness
COW-1343,Other,Tooling,-,2,pav,Todo,"Node Hardening, Tooling & Supporting Work",Project: Restore multivalidator correctness on main
